A,B,CW,DQ,DR,DR51,DR52,DR53,TOTfreq
A1,B13,CW4,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A1,B13,CW6,DQ2,DR7,NULL,NULL,DR53,0.001053487
A1,B13,CW6,DQ4,DR8,NULL,NULL,DR53,7.02325e-05
A1,B13,CW6,DQ5,DR14,NULL,DR52,NULL,6.01993e-05
A1,B13,CW6,DQ6,DR13,NULL,DR52,NULL,5.0166e-05
A1,B13,CW6,DQ7,DR11,NULL,DR52,NULL,5.0166e-05
A1,B13,CW6,DQ7,DR4,NULL,NULL,DR53,7.02325e-05
A1,B13,CW6,DQ7,DR8,NULL,NULL,DR53,6.01993e-05
A1,B15,CW1,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A1,B15,CW1,DQ6,DR13,NULL,DR52,NULL,7.02325e-05
A1,B15,CW1,DQ9,DR9,NULL,NULL,DR53,6.01993e-05
A1,B15,CW10,DQ2,DR17,NULL,DR52,NULL,7.02325e-05
A1,B15,CW10,DQ7,DR12,NULL,DR52,NULL,5.0166e-05
A1,B15,CW10,DQ8,DR4,NULL,NULL,DR53,0.000953155
A1,B15,CW12,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A1,B15,CW4,DQ6,DR13,NULL,DR52,NULL,0.000110365
A1,B15,CW4,DQ7,DR12,NULL,DR52,NULL,6.01993e-05
A1,B15,CW4,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A1,B15,CW7,DQ5,DR14,NULL,DR52,NULL,2.00664e-05
A1,B15,CW7,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A1,B15,CW7,DQ8,DR4,NULL,NULL,DR53,2.00664e-05
A1,B15,CW9,DQ5,DR1,NULL,NULL,NULL,0.00031103
A1,B15,CW9,DQ5,DR14,NULL,DR52,NULL,0.000100332
A1,B15,CW9,DQ6,DR13,NULL,DR52,NULL,0.000712358
A1,B15,CW9,DQ7,DR11,NULL,DR52,NULL,0.000461528
A1,B15,CW9,DQ7,DR4,NULL,NULL,DR53,5.0166e-05
A1,B15,CW9,DQ8,DR4,NULL,NULL,DR53,0.000190631
A1,B15,CW9,DQ9,DR9,NULL,NULL,DR53,5.0166e-05
A1,B18,CW12,DQ5,DR10,NULL,NULL,NULL,4.01328e-05
A1,B18,CW12,DQ6,DR15,DR51,NULL,NULL,0.000140465
A1,B18,CW12,DQ7,DR11,NULL,DR52,NULL,0.000321063
A1,B18,CW15,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A1,B18,CW2,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A1,B18,CW5,DQ2,DR17,NULL,DR52,NULL,0.000612026
A1,B18,CW5,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A1,B18,CW5,DQ5,DR14,NULL,DR52,NULL,4.01328e-05
A1,B18,CW5,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A1,B18,CW6,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A1,B18,CW7,DQ7,DR103,NULL,NULL,NULL,6.01993e-05
A1,B18,CW7,DQ7,DR11,NULL,DR52,NULL,0.000441461
A1,B18,CW7,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A1,B18,CW7,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A1,B18,CW7,DQ9,DR9,NULL,NULL,DR53,2.00664e-05
A1,B27,CW1,DQ4,DR8,NULL,NULL,DR53,0.000120399
A1,B27,CW1,DQ5,DR1,NULL,NULL,NULL,0.000160531
A1,B27,CW1,DQ6,DR13,NULL,DR52,NULL,7.02325e-05
A1,B27,CW1,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A1,B27,CW1,DQ7,DR8,NULL,NULL,DR53,6.01993e-05
A1,B27,CW15,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A1,B27,CW2,DQ2,DR17,NULL,DR52,NULL,0.000210697
A1,B27,CW2,DQ5,DR1,NULL,NULL,NULL,0.000331096
A1,B27,CW2,DQ5,DR103,NULL,NULL,NULL,6.01993e-05
A1,B27,CW2,DQ5,DR14,NULL,DR52,NULL,2.00664e-05
A1,B27,CW2,DQ5,DR16,DR51,NULL,NULL,0.000170565
A1,B27,CW2,DQ6,DR13,NULL,DR52,NULL,4.01328e-05
A1,B27,CW2,DQ6,DR15,DR51,NULL,NULL,0.000110365
A1,B27,CW2,DQ7,DR12,NULL,DR52,NULL,6.01993e-05
A1,B27,CW2,DQ8,DR4,NULL,NULL,DR53,0.000331096
A1,B27,CW2,DQ9,DR9,NULL,NULL,DR53,9.02989e-05
A1,B27,CW4,DQ9,DR9,NULL,NULL,DR53,6.01993e-05
A1,B27,CW7,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A1,B35,CW12,DQ5,DR15,DR51,NULL,NULL,6.01993e-05
A1,B35,CW12,DQ6,DR15,DR51,NULL,NULL,0.000120399
A1,B35,CW15,DQ7,DR11,NULL,DR52,NULL,0.000130432
A1,B35,CW4,DQ2,DR7,NULL,NULL,DR53,0.000230764
A1,B35,CW4,DQ4,DR8,NULL,NULL,DR53,0.000140465
A1,B35,CW4,DQ5,DR1,NULL,NULL,NULL,0.001635413
A1,B35,CW4,DQ5,DR10,NULL,NULL,NULL,0.00025083
A1,B35,CW4,DQ5,DR103,NULL,NULL,NULL,0.000120399
A1,B35,CW4,DQ5,DR11,NULL,DR52,NULL,6.01993e-05
A1,B35,CW4,DQ5,DR14,NULL,DR52,NULL,0.000210697
A1,B35,CW4,DQ5,DR16,DR51,NULL,NULL,6.01993e-05
A1,B35,CW4,DQ6,DR11,NULL,DR52,NULL,0.000963188
A1,B35,CW4,DQ6,DR13,NULL,DR52,NULL,0.000581926
A1,B35,CW4,DQ6,DR15,DR51,NULL,NULL,0.000130432
A1,B35,CW4,DQ7,DR11,NULL,DR52,NULL,0.001264185
A1,B35,CW4,DQ7,DR13,NULL,DR52,NULL,6.01993e-05
A1,B35,CW4,DQ7,DR4,NULL,NULL,DR53,0.000120399
A1,B35,CW4,DQ8,DR4,NULL,NULL,DR53,0.000210697
A1,B35,CW6,DQ7,DR11,NULL,DR52,NULL,0.000381262
A1,B35,CW7,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A1,B35,CW9,DQ4,DR8,NULL,NULL,DR53,9.02989e-05
A1,B37,CW6,DQ2,DR7,NULL,NULL,DR53,0.000190631
A1,B37,CW6,DQ4,DR8,NULL,NULL,DR53,8.02657e-05
A1,B37,CW6,DQ5,DR1,NULL,NULL,NULL,0.000832756
A1,B37,CW6,DQ5,DR10,NULL,NULL,NULL,0.002207306
A1,B37,CW6,DQ5,DR14,NULL,DR52,NULL,0.000240797
A1,B37,CW6,DQ5,DR16,DR51,NULL,NULL,0.000200664
A1,B37,CW6,DQ6,DR11,NULL,DR52,NULL,6.01993e-05
A1,B37,CW6,DQ6,DR13,NULL,DR52,NULL,0.000290963
A1,B37,CW6,DQ6,DR15,DR51,NULL,NULL,0.001575214
A1,B37,CW6,DQ7,DR11,NULL,DR52,NULL,0.001364517
A1,B37,CW6,DQ7,DR4,NULL,NULL,DR53,0.000300996
A1,B37,CW6,DQ8,DR4,NULL,NULL,DR53,0.000581926
A1,B37,CW6,DQ9,DR7,NULL,NULL,DR53,0.000300996
A1,B38,CW12,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A1,B38,CW12,DQ6,DR13,NULL,DR52,NULL,0.000200664
A1,B38,CW12,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A1,B38,CW12,DQ7,DR4,NULL,NULL,DR53,0.000160531
A1,B38,CW12,DQ9,DR4,NULL,NULL,DR53,3.00996e-05
A1,B38,CW6,DQ7,DR11,NULL,DR52,NULL,0.00025083
A1,B38,CW6,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A1,B38,CW7,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A1,B39,CW12,DQ5,DR1,NULL,NULL,NULL,5.0166e-05
A1,B39,CW12,DQ5,DR14,NULL,DR52,NULL,5.0166e-05
A1,B39,CW12,DQ5,DR16,DR51,NULL,NULL,7.02325e-05
A1,B39,CW12,DQ7,DR11,NULL,DR52,NULL,0.000230764
A1,B39,CW12,DQ7,DR13,NULL,DR52,NULL,6.01993e-05
A1,B39,CW7,DQ2,DR7,NULL,NULL,DR53,1.00332e-05
A1,B39,CW7,DQ5,DR14,NULL,DR52,NULL,2.00664e-05
A1,B39,CW7,DQ5,DR16,DR51,NULL,NULL,6.01993e-05
A1,B39,CW7,DQ6,DR15,DR51,NULL,NULL,0.000130432
A1,B39,CW7,DQ7,DR11,NULL,DR52,NULL,0.000120399
A1,B40,CW10,DQ2,DR17,NULL,DR52,NULL,0.000120399
A1,B40,CW10,DQ2,DR7,NULL,NULL,DR53,7.02325e-05
A1,B40,CW10,DQ4,DR8,NULL,NULL,DR53,0.00025083
A1,B40,CW10,DQ5,DR1,NULL,NULL,NULL,9.02989e-05
A1,B40,CW10,DQ5,DR103,NULL,NULL,NULL,6.01993e-05
A1,B40,CW10,DQ6,DR13,NULL,DR52,NULL,0.000290963
A1,B40,CW10,DQ6,DR15,DR51,NULL,NULL,0.000180598
A1,B40,CW10,DQ7,DR11,NULL,DR52,NULL,8.02657e-05
A1,B40,CW10,DQ7,DR4,NULL,NULL,DR53,0.000260864
A1,B40,CW10,DQ8,DR4,NULL,NULL,DR53,0.000662192
A1,B40,CW2,DQ5,DR1,NULL,NULL,NULL,7.02325e-05
A1,B40,CW2,DQ5,DR10,NULL,NULL,NULL,2.00664e-05
A1,B40,CW2,DQ5,DR14,NULL,DR52,NULL,6.01993e-05
A1,B40,CW2,DQ5,DR16,DR51,NULL,NULL,0.000240797
A1,B40,CW2,DQ6,DR13,NULL,DR52,NULL,7.02325e-05
A1,B40,CW2,DQ6,DR15,DR51,NULL,NULL,7.02325e-05
A1,B40,CW2,DQ7,DR11,NULL,DR52,NULL,0.000230764
A1,B40,CW2,DQ9,DR7,NULL,NULL,DR53,2.00664e-05
A1,B40,CW7,DQ6,DR13,NULL,DR52,NULL,6.01993e-05
A1,B41,CW17,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A1,B41,CW17,DQ8,DR7,NULL,NULL,DR53,6.01993e-05
A1,B41,CW17,DQ9,DR7,NULL,NULL,DR53,0.000321063
A1,B41,CW7,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A1,B44,CW1,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A1,B44,CW12,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A1,B44,CW16,DQ2,DR7,NULL,NULL,DR53,0.001143786
A1,B44,CW16,DQ6,DR15,DR51,NULL,NULL,7.02325e-05
A1,B44,CW16,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A1,B44,CW2,DQ5,DR15,DR51,NULL,NULL,6.01993e-05
A1,B44,CW2,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A1,B44,CW4,DQ2,DR7,NULL,NULL,DR53,0.000391295
A1,B44,CW4,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A1,B44,CW5,DQ2,DR7,NULL,NULL,DR53,0.000110365
A1,B44,CW5,DQ5,DR1,NULL,NULL,NULL,0.000290963
A1,B44,CW5,DQ5,DR14,NULL,DR52,NULL,0.000130432
A1,B44,CW5,DQ6,DR13,NULL,DR52,NULL,0.000321063
A1,B44,CW5,DQ6,DR15,DR51,NULL,NULL,0.000722391
A1,B44,CW5,DQ7,DR11,NULL,DR52,NULL,0.000120399
A1,B44,CW5,DQ7,DR4,NULL,NULL,DR53,0.001324384
A1,B44,CW5,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A1,B44,CW5,DQ9,DR4,NULL,NULL,DR53,3.00996e-05
A1,B44,CW7,DQ2,DR7,NULL,NULL,DR53,7.02325e-05
A1,B44,CW7,DQ5,DR16,DR51,NULL,NULL,0.000210697
A1,B44,CW7,DQ6,DR15,DR51,NULL,NULL,0.000110365
A1,B44,CW7,DQ7,DR11,NULL,DR52,NULL,0.000381262
A1,B45,CW6,DQ2,DR7,NULL,NULL,DR53,7.02325e-05
A1,B47,CW6,DQ6,DR13,NULL,DR52,NULL,0.000190631
A1,B47,CW6,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A1,B49,CW7,DQ2,DR7,NULL,NULL,DR53,0.000130432
A1,B49,CW7,DQ5,DR1,NULL,NULL,NULL,0.000120399
A1,B49,CW7,DQ6,DR13,NULL,DR52,NULL,0.000190631
A1,B49,CW7,DQ7,DR11,NULL,DR52,NULL,0.000190631
A1,B49,CW7,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A1,B49,CW7,DQ9,DR7,NULL,NULL,DR53,7.02325e-05
A1,B50,CW5,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A1,B50,CW5,DQ7,DR13,NULL,DR52,NULL,6.01993e-05
A1,B50,CW6,DQ2,DR7,NULL,NULL,DR53,0.000100332
A1,B50,CW7,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A1,B51,CW1,DQ2,DR17,NULL,DR52,NULL,7.02325e-05
A1,B51,CW1,DQ4,DR8,NULL,NULL,DR53,6.01993e-05
A1,B51,CW1,DQ5,DR1,NULL,NULL,NULL,0.00028093
A1,B51,CW1,DQ7,DR11,NULL,DR52,NULL,9.02989e-05
A1,B51,CW12,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A1,B51,CW14,DQ4,DR8,NULL,NULL,DR53,4.01328e-05
A1,B51,CW14,DQ6,DR13,NULL,DR52,NULL,0.00031103
A1,B51,CW14,DQ6,DR15,DR51,NULL,NULL,0.000130432
A1,B51,CW14,DQ7,DR11,NULL,DR52,NULL,0.000130432
A1,B51,CW15,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A1,B51,CW15,DQ5,DR1,NULL,NULL,NULL,0.000170565
A1,B51,CW15,DQ6,DR13,NULL,DR52,NULL,0.000150498
A1,B51,CW15,DQ6,DR15,DR51,NULL,NULL,8.02657e-05
A1,B51,CW15,DQ7,DR11,NULL,DR52,NULL,8.02657e-05
A1,B51,CW15,DQ7,DR4,NULL,NULL,DR53,0.000200664
A1,B51,CW15,DQ8,DR4,NULL,NULL,DR53,8.02657e-05
A1,B51,CW16,DQ4,DR8,NULL,NULL,DR53,0.000120399
A1,B51,CW16,DQ6,DR13,NULL,DR52,NULL,4.01328e-05
A1,B51,CW16,DQ6,DR15,DR51,NULL,NULL,7.02325e-05
A1,B51,CW2,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A1,B51,CW4,DQ5,DR1,NULL,NULL,NULL,5.0166e-05
A1,B51,CW4,DQ7,DR4,NULL,NULL,DR53,0.000180598
A1,B51,CW5,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A1,B51,CW5,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A1,B51,CW6,DQ9,DR9,NULL,NULL,DR53,6.01993e-05
A1,B52,CW12,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A1,B52,CW12,DQ6,DR15,DR51,NULL,NULL,0.002066841
A1,B52,CW12,DQ7,DR11,NULL,DR52,NULL,0.00028093
A1,B52,CW12,DQ9,DR7,NULL,NULL,DR53,6.01993e-05
A1,B52,CW16,DQ7,DR13,NULL,DR52,NULL,6.01993e-05
A1,B53,CW4,DQ6,DR13,NULL,DR52,NULL,7.02325e-05
A1,B55,CW1,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A1,B55,CW9,DQ4,DR4,NULL,NULL,DR53,6.01993e-05
A1,B55,CW9,DQ5,DR1,NULL,NULL,NULL,8.02657e-05
A1,B55,CW9,DQ5,DR14,NULL,DR52,NULL,5.0166e-05
A1,B55,CW9,DQ6,DR13,NULL,DR52,NULL,0.000100332
A1,B55,CW9,DQ6,DR15,DR51,NULL,NULL,8.02657e-05
A1,B55,CW9,DQ7,DR11,NULL,DR52,NULL,3.00996e-05
A1,B55,CW9,DQ7,DR12,NULL,DR52,NULL,5.0166e-05
A1,B55,CW9,DQ7,DR4,NULL,NULL,DR53,0.000722391
A1,B56,CW1,DQ5,DR14,NULL,DR52,NULL,5.0166e-05
A1,B56,CW1,DQ6,DR13,NULL,DR52,NULL,5.0166e-05
A1,B57,CW4,DQ5,DR10,NULL,NULL,NULL,2.00664e-05
A1,B57,CW4,DQ9,DR7,NULL,NULL,DR53,2.00664e-05
A1,B57,CW6,DQ2,DR17,NULL,DR52,NULL,0.000321063
A1,B57,CW6,DQ2,DR7,NULL,NULL,DR53,0.000341129
A1,B57,CW6,DQ4,DR8,NULL,NULL,DR53,6.01993e-05
A1,B57,CW6,DQ5,DR1,NULL,NULL,NULL,0.001183919
A1,B57,CW6,DQ5,DR14,NULL,DR52,NULL,5.0166e-05
A1,B57,CW6,DQ5,DR16,DR51,NULL,NULL,0.000120399
A1,B57,CW6,DQ6,DR13,NULL,DR52,NULL,0.000752491
A1,B57,CW6,DQ6,DR15,DR51,NULL,NULL,0.000943122
A1,B57,CW6,DQ7,DR11,NULL,DR52,NULL,0.000993288
A1,B57,CW6,DQ7,DR13,NULL,DR52,NULL,0.001615347
A1,B57,CW6,DQ7,DR4,NULL,NULL,DR53,0.000170565
A1,B57,CW6,DQ8,DR4,NULL,NULL,DR53,0.00056186
A1,B57,CW6,DQ9,DR7,NULL,NULL,DR53,0.012772276
A1,B57,CW7,DQ6,DR13,NULL,DR52,NULL,0.000130432
A1,B57,CW7,DQ9,DR7,NULL,NULL,DR53,0.000381262
A1,B58,CW10,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A1,B58,CW7,DQ2,DR7,NULL,NULL,DR53,0.000190631
A1,B58,CW7,DQ6,DR13,NULL,DR52,NULL,0.000130432
A1,B61,CW15,DQ5,DR1404,NULL,NULL,NULL,6.01993e-05
A1,B63,CW7,DQ5,DR10,NULL,NULL,NULL,6.01993e-05
A1,B63,CW7,DQ5,DR13,NULL,DR52,NULL,4.01328e-05
A1,B63,CW7,DQ6,DR13,NULL,DR52,NULL,0.000431428
A1,B63,CW7,DQ7,DR13,NULL,DR52,NULL,0.000130432
A1,B64,CW8,DQ2,DR7,NULL,NULL,DR53,0.000230764
A1,B64,CW8,DQ9,DR7,NULL,NULL,DR53,6.01993e-05
A1,B65,CW8,DQ2,DR17,NULL,DR52,NULL,0.000150498
A1,B65,CW8,DQ5,DR1,NULL,NULL,NULL,0.00031103
A1,B65,CW8,DQ6,DR15,DR51,NULL,NULL,2.00664e-05
A1,B65,CW8,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A1,B65,CW8,DQ7,DR13,NULL,DR52,NULL,3.00996e-05
A1,B65,CW8,DQ8,DR4,NULL,NULL,DR53,5.0166e-05
A1,B7,CW15,DQ5,DR10,NULL,NULL,NULL,6.01993e-05
A1,B7,CW15,DQ5,DR11,NULL,DR52,NULL,6.01993e-05
A1,B7,CW15,DQ8,DR4,NULL,NULL,DR53,7.02325e-05
A1,B7,CW2,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A1,B7,CW5,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A1,B7,CW6,DQ7,DR12,NULL,DR52,NULL,6.01993e-05
A1,B7,CW7,DQ2,DR17,NULL,DR52,NULL,0.000270897
A1,B7,CW7,DQ5,DR1,NULL,NULL,NULL,0.000491627
A1,B7,CW7,DQ5,DR14,NULL,DR52,NULL,3.00996e-05
A1,B7,CW7,DQ5,DR16,DR51,NULL,NULL,5.0166e-05
A1,B7,CW7,DQ6,DR13,NULL,DR52,NULL,0.000882923
A1,B7,CW7,DQ6,DR15,DR51,NULL,NULL,0.00622059
A1,B7,CW7,DQ7,DR11,NULL,DR52,NULL,0.000351162
A1,B7,CW7,DQ7,DR12,NULL,DR52,NULL,0.000170565
A1,B7,CW7,DQ7,DR4,NULL,NULL,DR53,0.000240797
A1,B7,CW7,DQ8,DR4,NULL,NULL,DR53,0.000501661
A1,B7,CW7,DQ9,DR13,NULL,DR52,NULL,6.01993e-05
A1,B7,CW7,DQ9,DR7,NULL,NULL,DR53,0.000210697
A1,B71,CW7,DQ6,DR13,NULL,DR52,NULL,0.000100332
A1,B71,CW7,DQ8,DR4,NULL,NULL,DR53,7.02325e-05
A1,B73,CW15,DQ5,DR15,DR51,NULL,NULL,6.01993e-05
A1,B8,CW7,DQ2,DR17,NULL,DR52,NULL,0.074446418
A1,B8,CW7,DQ2,DR7,NULL,NULL,DR53,0.000762524
A1,B8,CW7,DQ4,DR8,NULL,NULL,DR53,0.000491627
A1,B8,CW7,DQ5,DR1,NULL,NULL,NULL,0.003120328
A1,B8,CW7,DQ5,DR10,NULL,NULL,NULL,0.000130432
A1,B8,CW7,DQ5,DR13,NULL,DR52,NULL,6.01993e-05
A1,B8,CW7,DQ5,DR14,NULL,DR52,NULL,0.000501661
A1,B8,CW7,DQ5,DR15,DR51,NULL,NULL,6.01993e-05
A1,B8,CW7,DQ5,DR16,DR51,NULL,NULL,7.02325e-05
A1,B8,CW7,DQ6,DR11,NULL,DR52,NULL,6.01993e-05
A1,B8,CW7,DQ6,DR13,NULL,DR52,NULL,0.002979863
A1,B8,CW7,DQ6,DR15,DR51,NULL,NULL,0.005327635
A1,B8,CW7,DQ6,DR17,NULL,DR52,NULL,7.02325e-05
A1,B8,CW7,DQ7,DR11,NULL,DR52,NULL,0.002227373
A1,B8,CW7,DQ7,DR12,NULL,DR52,NULL,0.000391295
A1,B8,CW7,DQ7,DR13,NULL,DR52,NULL,6.01993e-05
A1,B8,CW7,DQ7,DR4,NULL,NULL,DR53,0.001605314
A1,B8,CW7,DQ8,DR4,NULL,NULL,DR53,0.003090229
A1,B8,CW7,DQ9,DR7,NULL,NULL,DR53,0.000892956
A1,B8,CW7,DQ9,DR9,NULL,NULL,DR53,0.000260864
A11,B13,CW12,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A11,B13,CW6,DQ2,DR7,NULL,NULL,DR53,0.000471561
A11,B13,CW6,DQ5,DR1,NULL,NULL,NULL,9.02989e-05
A11,B13,CW6,DQ5,DR15,DR51,NULL,NULL,6.01993e-05
A11,B13,CW6,DQ7,DR12,NULL,DR52,NULL,4.01328e-05
A11,B13,CW6,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A11,B15,CW1,DQ5,DR1,NULL,NULL,NULL,0.00025083
A11,B15,CW1,DQ6,DR15,DR51,NULL,NULL,6.01993e-05
A11,B15,CW10,DQ5,DR1,NULL,NULL,NULL,0.000190631
A11,B15,CW10,DQ5,DR103,NULL,NULL,NULL,3.00996e-05
A11,B15,CW10,DQ6,DR13,NULL,DR52,NULL,0.000190631
A11,B15,CW10,DQ8,DR4,NULL,NULL,DR53,0.000913022
A11,B15,CW10,DQ9,DR7,NULL,NULL,DR53,6.01993e-05
A11,B15,CW4,DQ4,DR8,NULL,NULL,DR53,8.02657e-05
A11,B15,CW4,DQ6,DR15,DR51,NULL,NULL,7.02325e-05
A11,B15,CW4,DQ7,DR11,NULL,DR52,NULL,0.000130432
A11,B15,CW4,DQ8,DR4,NULL,NULL,DR53,0.000260864
A11,B15,CW9,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A11,B15,CW9,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A11,B15,CW9,DQ5,DR1,NULL,NULL,NULL,0.000130432
A11,B15,CW9,DQ5,DR14,NULL,DR52,NULL,0.000150498
A11,B15,CW9,DQ6,DR13,NULL,DR52,NULL,0.000300996
A11,B15,CW9,DQ7,DR13,NULL,DR52,NULL,6.01993e-05
A11,B15,CW9,DQ8,DR4,NULL,NULL,DR53,0.000160531
A11,B15,CW9,DQ9,DR9,NULL,NULL,DR53,0.000100332
A11,B18,CW12,DQ7,DR11,NULL,DR52,NULL,0.000220731
A11,B18,CW5,DQ2,DR17,NULL,DR52,NULL,0.000902989
A11,B18,CW7,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A11,B18,CW7,DQ2,DR7,NULL,NULL,DR53,0.000421395
A11,B18,CW7,DQ5,DR1,NULL,NULL,NULL,5.0166e-05
A11,B18,CW7,DQ5,DR14,NULL,DR52,NULL,0.000110365
A11,B18,CW7,DQ5,DR15,DR51,NULL,NULL,6.01993e-05
A11,B18,CW7,DQ6,DR13,NULL,DR52,NULL,0.000160531
A11,B18,CW7,DQ6,DR15,DR51,NULL,NULL,0.000120399
A11,B18,CW7,DQ7,DR11,NULL,DR52,NULL,0.000601993
A11,B18,CW7,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A11,B27,CW1,DQ2,DR7,NULL,NULL,DR53,7.02325e-05
A11,B27,CW1,DQ4,DR8,NULL,NULL,DR53,1.00332e-05
A11,B27,CW1,DQ5,DR1,NULL,NULL,NULL,0.000742458
A11,B27,CW1,DQ5,DR103,NULL,NULL,NULL,6.01993e-05
A11,B27,CW1,DQ7,DR103,NULL,NULL,NULL,6.01993e-05
A11,B27,CW15,DQ8,DR4,NULL,NULL,DR53,6.01993e-05
A11,B27,CW2,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A11,B27,CW2,DQ5,DR1,NULL,NULL,NULL,0.000150498
A11,B27,CW2,DQ5,DR16,DR51,NULL,NULL,7.02325e-05
A11,B27,CW2,DQ6,DR13,NULL,DR52,NULL,0.000180598
A11,B27,CW2,DQ6,DR15,DR51,NULL,NULL,5.0166e-05
A11,B27,CW2,DQ7,DR11,NULL,DR52,NULL,8.02657e-05
A11,B27,CW2,DQ7,DR4,NULL,NULL,DR53,4.01328e-05
A11,B27,CW2,DQ8,DR4,NULL,NULL,DR53,0.000220731
A11,B27,CW2,DQ9,DR9,NULL,NULL,DR53,0.000110365
A11,B27,CW5,DQ2,DR17,NULL,DR52,NULL,2.00664e-05
A11,B27,CW5,DQ6,DR13,NULL,DR52,NULL,2.00664e-05
A11,B27,CW9,DQ7,DR4,NULL,NULL,DR53,6.01993e-05
A11,B35,CW12,DQ2,DR7,NULL,NULL,DR53,6.01993e-05
A11,B35,CW12,DQ7,DR4,NULL,NULL,DR53,9.02989e-05
A11,B35,CW15,DQ5,DR1,NULL,NULL,NULL,6.01993e-05
A11,B35,CW16,DQ5,DR103,NULL,NULL,NULL,6.01993e-05
A11,B35,CW4,DQ2,DR17,NULL,DR52,NULL,0.000421395
A11,B35,CW4,DQ2,DR7,NULL,NULL,DR53,0.000882923
A11,B35,CW4,DQ4,DR8,NULL,NULL,DR53,0.000230764
A11,B35,CW4,DQ5,DR1,NULL,NULL,NULL,0.007534941
A11,B35,CW4,DQ5,DR10,NULL,NULL,NULL,6.01993e-05
A11,B35,CW4,DQ5,DR103,NULL,NULL,NULL,0.001966509
A11,B35,CW4,DQ5,DR14,NULL,DR52,NULL,0.001083587
A11,B35,CW4,DQ5,DR16,DR51,NULL,NULL,0.000160531
A11,B35,CW4,DQ6,DR13,NULL,DR52,NULL,0.00081269
A11,B35,CW4,DQ6,DR15,DR51,NULL,NULL,0.000591959
A11,B35,CW4,DQ7,DR11,NULL,DR52,NULL,0.000862856
A11,B35,CW4,DQ7,DR13,NULL,DR52,NULL,6.01993e-05
A11,B35,CW4,DQ7,DR4,NULL,NULL,DR53,0.00134445
A11,B35,CW4,DQ7,DR8,NULL,NULL,DR53,0.000190631
A11,B35,CW4,DQ8,DR4,NULL,NULL,DR53,0.000762524
A11,B35,CW4,DQ9,DR7,NULL,NULL,DR53,0.000140465
A11,B35,CW6,DQ7,DR11,NULL,DR52,NULL,6.01993e-05
A11,B35,CW9,DQ5,DR14,NULL,DR52,NULL,6.01993e-05
A11,B37,CW6,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A11,B37,CW6,DQ5,DR10,NULL,NULL,NULL,0.000110365
A11,B38,CW1,DQ2,DR17,NULL,DR52,NULL,6.01993e-05
A11,B38,CW12,DQ6,DR13,NULL,DR52,NULL,0.000230764
